FIPS,name,count
19,"CD101, Manhattan",22
29,"CD102, Manhattan",34
30,"CD103, Manhattan",21
21,"CD104, Manhattan",36
13,"CD105, Manhattan",50
31,"CD106, Manhattan",16
20,"CD107, Manhattan",3
42,"CD108, Manhattan",16
60,"CD109, Manhattan",8
70,"CD110, Manhattan",6
48,"CD111, Manhattan",33
71,"CD112, Manhattan",10
18,"CD164, Manhattan",0
41,"CD201, Bronx",22
44,"CD202, Bronx",6
53,"CD203, Bronx",26
32,"CD204, Bronx",7
62,"CD205, Bronx",10
63,"CD206, Bronx",18
36,"CD207, Bronx",17
24,"CD208, Bronx",10
45,"CD209, Bronx",18
59,"CD210, Bronx",24
50,"CD211, Bronx",23
58,"CD212, Bronx",45
33,"CD226, Bronx",0
51,"CD227, Bronx",0
52,"CD228, Bronx",0
2,"CD301, Brooklyn",164
6,"CD302, Brooklyn",47
14,"CD303, Brooklyn",32
22,"CD304, Brooklyn",26
64,"CD305, Brooklyn",55
54,"CD306, Brooklyn",95
9,"CD307, Brooklyn",66
55,"CD308, Brooklyn",35
16,"CD309, Brooklyn",25
10,"CD310, Brooklyn",28
1,"CD311, Brooklyn",18
11,"CD312, Brooklyn",110
7,"CD313, Brooklyn",23
5,"CD314, Brooklyn",35
8,"CD315, Brooklyn",91
15,"CD316, Brooklyn",10
17,"CD317, Brooklyn",22
39,"CD318, Brooklyn",25
56,"CD355, Brooklyn",0
40,"CD356, Brooklyn",0
43,"CD401, Queens",108
26,"CD402, Queens",101
68,"CD403, Queens",65
27,"CD404, Queens",58
28,"CD405, Queens",54
37,"CD406, Queens",38
49,"CD407, Queens",188
46,"CD408, Queens",61
65,"CD409, Queens",33
61,"CD410, Queens",40
47,"CD411, Queens",100
3,"CD412, Queens",93
66,"CD413, Queens",43
57,"CD414, Queens",57
69,"CD480, Queens",0
4,"CD481, Queens",2
38,"CD482, Queens",0
67,"CD483, Queens",0
23,"CD484, Queens",0
25,"CD501, Staten Island",70
34,"CD502, Staten Island",93
35,"CD503, Staten Island",61
12,"CD595, Staten Island",0
