FIPS,name,count
19,"CD101, Manhattan",8
29,"CD102, Manhattan",5
30,"CD103, Manhattan",8
21,"CD104, Manhattan",18
13,"CD105, Manhattan",11
31,"CD106, Manhattan",17
20,"CD107, Manhattan",4
42,"CD108, Manhattan",10
60,"CD109, Manhattan",6
70,"CD110, Manhattan",7
48,"CD111, Manhattan",12
71,"CD112, Manhattan",9
18,"CD164, Manhattan",0
41,"CD201, Bronx",26
44,"CD202, Bronx",4
53,"CD203, Bronx",9
32,"CD204, Bronx",4
62,"CD205, Bronx",3
63,"CD206, Bronx",3
36,"CD207, Bronx",9
24,"CD208, Bronx",7
45,"CD209, Bronx",8
59,"CD210, Bronx",28
50,"CD211, Bronx",22
58,"CD212, Bronx",30
33,"CD226, Bronx",0
51,"CD227, Bronx",0
52,"CD228, Bronx",0
2,"CD301, Brooklyn",65
6,"CD302, Brooklyn",9
14,"CD303, Brooklyn",30
22,"CD304, Brooklyn",8
64,"CD305, Brooklyn",20
54,"CD306, Brooklyn",15
9,"CD307, Brooklyn",20
55,"CD308, Brooklyn",4
16,"CD309, Brooklyn",15
10,"CD310, Brooklyn",27
1,"CD311, Brooklyn",59
11,"CD312, Brooklyn",87
7,"CD313, Brooklyn",19
5,"CD314, Brooklyn",25
8,"CD315, Brooklyn",105
15,"CD316, Brooklyn",4
17,"CD317, Brooklyn",3
39,"CD318, Brooklyn",29
56,"CD355, Brooklyn",0
40,"CD356, Brooklyn",0
43,"CD401, Queens",59
26,"CD402, Queens",27
68,"CD403, Queens",38
27,"CD404, Queens",49
28,"CD405, Queens",48
37,"CD406, Queens",15
49,"CD407, Queens",164
46,"CD408, Queens",64
65,"CD409, Queens",31
61,"CD410, Queens",32
47,"CD411, Queens",47
3,"CD412, Queens",70
66,"CD413, Queens",30
57,"CD414, Queens",48
69,"CD480, Queens",0
4,"CD481, Queens",0
38,"CD482, Queens",0
67,"CD483, Queens",0
23,"CD484, Queens",0
25,"CD501, Staten Island",143
34,"CD502, Staten Island",188
35,"CD503, Staten Island",157
12,"CD595, Staten Island",0
