FIPS,name,count
19,"CD101, Manhattan",5
29,"CD102, Manhattan",14
30,"CD103, Manhattan",10
21,"CD104, Manhattan",57
13,"CD105, Manhattan",47
31,"CD106, Manhattan",8
20,"CD107, Manhattan",4
42,"CD108, Manhattan",12
60,"CD109, Manhattan",12
70,"CD110, Manhattan",3
48,"CD111, Manhattan",4
71,"CD112, Manhattan",3
18,"CD164, Manhattan",0
41,"CD201, Bronx",9
44,"CD202, Bronx",4
53,"CD203, Bronx",11
32,"CD204, Bronx",7
62,"CD205, Bronx",1
63,"CD206, Bronx",3
36,"CD207, Bronx",9
24,"CD208, Bronx",1
45,"CD209, Bronx",8
59,"CD210, Bronx",5
50,"CD211, Bronx",12
58,"CD212, Bronx",19
33,"CD226, Bronx",0
51,"CD227, Bronx",0
52,"CD228, Bronx",0
2,"CD301, Brooklyn",21
6,"CD302, Brooklyn",7
14,"CD303, Brooklyn",14
22,"CD304, Brooklyn",9
64,"CD305, Brooklyn",3
54,"CD306, Brooklyn",11
9,"CD307, Brooklyn",6
55,"CD308, Brooklyn",11
16,"CD309, Brooklyn",6
10,"CD310, Brooklyn",24
1,"CD311, Brooklyn",17
11,"CD312, Brooklyn",43
7,"CD313, Brooklyn",21
5,"CD314, Brooklyn",16
8,"CD315, Brooklyn",67
15,"CD316, Brooklyn",4
17,"CD317, Brooklyn",7
39,"CD318, Brooklyn",16
56,"CD355, Brooklyn",0
40,"CD356, Brooklyn",0
43,"CD401, Queens",40
26,"CD402, Queens",33
68,"CD403, Queens",20
27,"CD404, Queens",25
28,"CD405, Queens",18
37,"CD406, Queens",28
49,"CD407, Queens",99
46,"CD408, Queens",38
65,"CD409, Queens",15
61,"CD410, Queens",17
47,"CD411, Queens",39
3,"CD412, Queens",32
66,"CD413, Queens",29
57,"CD414, Queens",39
69,"CD480, Queens",0
4,"CD481, Queens",0
38,"CD482, Queens",0
67,"CD483, Queens",0
23,"CD484, Queens",0
25,"CD501, Staten Island",34
34,"CD502, Staten Island",44
35,"CD503, Staten Island",56
12,"CD595, Staten Island",0
