FIPS,name,count
19,"CD101, Manhattan",17
29,"CD102, Manhattan",13
30,"CD103, Manhattan",20
21,"CD104, Manhattan",36
13,"CD105, Manhattan",43
31,"CD106, Manhattan",12
20,"CD107, Manhattan",8
42,"CD108, Manhattan",42
60,"CD109, Manhattan",6
70,"CD110, Manhattan",16
48,"CD111, Manhattan",9
71,"CD112, Manhattan",4
18,"CD164, Manhattan",0
41,"CD201, Bronx",2
44,"CD202, Bronx",7
53,"CD203, Bronx",5
32,"CD204, Bronx",12
62,"CD205, Bronx",4
63,"CD206, Bronx",11
36,"CD207, Bronx",16
24,"CD208, Bronx",7
45,"CD209, Bronx",5
59,"CD210, Bronx",12
50,"CD211, Bronx",11
58,"CD212, Bronx",16
33,"CD226, Bronx",0
51,"CD227, Bronx",0
52,"CD228, Bronx",0
2,"CD301, Brooklyn",84
6,"CD302, Brooklyn",35
14,"CD303, Brooklyn",45
22,"CD304, Brooklyn",37
64,"CD305, Brooklyn",17
54,"CD306, Brooklyn",42
9,"CD307, Brooklyn",32
55,"CD308, Brooklyn",17
16,"CD309, Brooklyn",13
10,"CD310, Brooklyn",6
1,"CD311, Brooklyn",21
11,"CD312, Brooklyn",92
7,"CD313, Brooklyn",27
5,"CD314, Brooklyn",32
8,"CD315, Brooklyn",57
15,"CD316, Brooklyn",15
17,"CD317, Brooklyn",21
39,"CD318, Brooklyn",21
56,"CD355, Brooklyn",0
40,"CD356, Brooklyn",0
43,"CD401, Queens",92
26,"CD402, Queens",33
68,"CD403, Queens",22
27,"CD404, Queens",42
28,"CD405, Queens",29
37,"CD406, Queens",22
49,"CD407, Queens",105
46,"CD408, Queens",28
65,"CD409, Queens",14
61,"CD410, Queens",19
47,"CD411, Queens",46
3,"CD412, Queens",34
66,"CD413, Queens",32
57,"CD414, Queens",104
69,"CD480, Queens",0
4,"CD481, Queens",1
38,"CD482, Queens",0
67,"CD483, Queens",0
23,"CD484, Queens",0
25,"CD501, Staten Island",60
34,"CD502, Staten Island",82
35,"CD503, Staten Island",156
12,"CD595, Staten Island",0
