FIPS,name,count
19,"CD101, Manhattan",15
29,"CD102, Manhattan",23
30,"CD103, Manhattan",16
21,"CD104, Manhattan",40
13,"CD105, Manhattan",30
31,"CD106, Manhattan",12
20,"CD107, Manhattan",2
42,"CD108, Manhattan",37
60,"CD109, Manhattan",12
70,"CD110, Manhattan",2
48,"CD111, Manhattan",6
71,"CD112, Manhattan",4
18,"CD164, Manhattan",0
41,"CD201, Bronx",6
44,"CD202, Bronx",5
53,"CD203, Bronx",18
32,"CD204, Bronx",3
62,"CD205, Bronx",4
63,"CD206, Bronx",9
36,"CD207, Bronx",15
24,"CD208, Bronx",15
45,"CD209, Bronx",17
59,"CD210, Bronx",12
50,"CD211, Bronx",11
58,"CD212, Bronx",25
33,"CD226, Bronx",0
51,"CD227, Bronx",0
52,"CD228, Bronx",0
2,"CD301, Brooklyn",63
6,"CD302, Brooklyn",30
14,"CD303, Brooklyn",22
22,"CD304, Brooklyn",17
64,"CD305, Brooklyn",21
54,"CD306, Brooklyn",12
9,"CD307, Brooklyn",20
55,"CD308, Brooklyn",16
16,"CD309, Brooklyn",10
10,"CD310, Brooklyn",23
1,"CD311, Brooklyn",21
11,"CD312, Brooklyn",63
7,"CD313, Brooklyn",28
5,"CD314, Brooklyn",25
8,"CD315, Brooklyn",40
15,"CD316, Brooklyn",17
17,"CD317, Brooklyn",4
39,"CD318, Brooklyn",18
56,"CD355, Brooklyn",0
40,"CD356, Brooklyn",0
43,"CD401, Queens",68
26,"CD402, Queens",62
68,"CD403, Queens",20
27,"CD404, Queens",39
28,"CD405, Queens",13
37,"CD406, Queens",14
49,"CD407, Queens",84
46,"CD408, Queens",30
65,"CD409, Queens",10
61,"CD410, Queens",18
47,"CD411, Queens",42
3,"CD412, Queens",29
66,"CD413, Queens",25
57,"CD414, Queens",91
69,"CD480, Queens",0
4,"CD481, Queens",0
38,"CD482, Queens",0
67,"CD483, Queens",0
23,"CD484, Queens",0
25,"CD501, Staten Island",46
34,"CD502, Staten Island",115
35,"CD503, Staten Island",80
12,"CD595, Staten Island",0
